"alg","N","ub","lb","n","d","seed","totaltime","max_particles","tot_particles","scoretype","am","aw","chi","edgepf"
"gobnilp",300,1,0.25,30,0.5,25,1.069795,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,26,0.0219999999999985,"27","120","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,26,1.455457,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,27,0.0199999999999996,"7","53","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,27,1.147835,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,28,0.022000000000002,"10","57","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,28,0.709665,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,29,0.0179999999999989,"6","43","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,29,0.831477,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,30,0.0190000000000019,"6","45","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,30,1.031432,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,31,0.0179999999999989,"3","34","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,31,1.173451,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,32,0.0180000000000007,"4","36","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,32,1.071977,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,33,0.0189999999999984,"7","49","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,33,0.802569,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,34,0.0219999999999985,"8","51","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,34,0.946908,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,35,0.0220000000000002,"3","37","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,35,1.586494,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,36,0.0199999999999996,"3","33","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,36,0.648485,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,37,0.0199999999999996,"3","34","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,37,0.585431,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,38,0.0169999999999995,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,38,1.048001,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,39,0.0210000000000008,"4","35","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,39,0.598858,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,40,0.0210000000000008,"3","33","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,40,0.785524,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,41,0.0180000000000007,"10","57","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,41,0.756637,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,42,0.0240000000000009,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,42,0.909015,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,43,0.0190000000000001,"4","36","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,43,0.581235,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,44,0.0160000000000018,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,44,0.724745,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,45,0.0220000000000002,"9","54","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,45,0.786874,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,46,0.0120000000000005,"6","47","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,46,1.06734,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,47,0.0229999999999997,"3","35","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,47,0.86273,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,48,0.0219999999999985,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,48,0.716427,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,49,0.0220000000000002,"2","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,49,1.023308,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,50,0.0190000000000019,"2","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,50,0.656076,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,51,0.0210000000000008,"3","34","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,51,0.616214,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,52,0.0199999999999996,"5","37","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,52,1.245354,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,53,0.0169999999999995,"2","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,53,0.946948,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,54,0.0180000000000007,"3","33","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,54,0.84977,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,55,0.0170000000000012,"4","46","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,55,1.384851,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,56,0.0199999999999996,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,56,1.121222,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,57,0.0190000000000001,"10","60","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,57,0.796257,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,58,0.0199999999999996,"3","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,58,0.724939,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,59,0.0190000000000001,"3","33","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,59,0.871867,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,60,0.0340000000000025,"115","539","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,60,0.840226,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,61,0.0210000000000008,"23","108","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,61,0.942436,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,62,0.0190000000000001,"3","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,62,0.575924,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,63,0.0220000000000002,"3","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,63,0.624375,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,64,0.0309999999999988,"9","67","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,64,0.76275,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,65,0.0190000000000001,"3","35","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,65,0.781966,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,66,0.0169999999999995,"2","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,66,1.169286,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,67,0.0170000000000012,"3","33","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,67,0.690374,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,68,0.0180000000000007,"6","47","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,68,0.967086,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,69,0.020999999999999,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,69,0.641679,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,70,0.0199999999999996,"3","48","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,70,1.659388,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,71,0.0200000000000014,"6","40","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,71,0.974985,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,72,0.0199999999999996,"29","133","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,72,1.070606,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,73,0.0190000000000001,"9","51","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,73,1.028014,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,74,0.0189999999999984,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,74,0.773536,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,75,0.0179999999999989,"3","34","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,75,0.9724,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,76,0.0240000000000009,"31","138","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,76,1.117087,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,77,0.0199999999999996,"6","40","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,77,1.174665,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,78,0.0229999999999997,"2","31","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,78,0.807828,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,79,0.0180000000000007,"5","41","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,79,0.787742,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,80,0.0259999999999998,"4","40","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,80,0.89865,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,81,0.0240000000000009,"2","31","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,81,0.739773,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,82,0.0199999999999996,"3","35","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,82,0.770985,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,83,0.0190000000000001,"3","35","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,83,0.768557,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,84,0.016,"2","31","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,84,0.610144,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,85,0.0179999999999989,"2","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,85,0.643525,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,86,0.0199999999999996,"3","35","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,86,0.691991,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,87,0.0220000000000002,"3","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,87,0.616098,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,88,0.0169999999999995,"3","38","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,88,0.827237,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,89,0.0229999999999997,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,89,0.702984,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,90,0.0199999999999996,"3","34","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,90,1.122797,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,91,0.0169999999999995,"5","40","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,91,0.839165,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,92,0.0240000000000009,"8","51","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,92,0.671973,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,93,0.0199999999999996,"5","38","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,93,0.734117,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,94,0.0229999999999997,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,94,0.61657,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,95,0.0220000000000002,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,95,0.739526,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,96,0.0350000000000001,"2","31","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,96,0.659281,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,97,0.0199999999999996,"2","33","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,97,0.727022,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,98,0.0219999999999985,"2","31","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,98,0.711079,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,99,0.0199999999999996,"3","34","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,99,0.623917,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,0.5,100,0.0199999999999996,"1","30","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,0.5,100,0.809487,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,1,0.0199999999999996,"34","143","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,1,1.091577,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,2,0.0240000000000009,"73","385","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,2,1.530324,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,3,0.0199999999999996,"52","215","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,3,0.940632,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,4,0.0150000000000006,"9","73","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,4,0.866581,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,5,0.0199999999999996,"28","194","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,5,2.003159,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,6,0.0240000000000009,"70","447","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,6,1.327349,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,7,0.0300000000000011,"90","456","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,7,1.465232,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,8,0.0169999999999995,"53","239","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,8,0.758808,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,9,0.0159999999999982,"8","72","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,9,1.800585,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,10,0.0169999999999995,"15","94","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,10,0.86473,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,11,0.0189999999999984,"4","37","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,11,2.241814,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,12,0.0160000000000018,"8","51","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,12,0.913829,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,13,0.0210000000000008,"31","148","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,13,2.050283,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,14,0.0200000000000031,"4","37","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,14,0.6824,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,15,0.0120000000000005,"11","78","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,15,1.04692,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,16,0.0189999999999984,"7","60","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,16,1.553922,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,17,0.0179999999999971,"27","180","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,17,2.810229,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,18,0.0169999999999995,"12","75","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,18,1.133313,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,19,0.0190000000000019,"6","57","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,19,1.369716,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,20,0.032,"97","695","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,20,1.258336,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,21,0.0119999999999969,"3","46","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,21,0.83937,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,22,0.0279999999999987,"142","748","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,22,1.234255,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,23,0.0139999999999993,"5","40","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,23,0.985137,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,24,0.0190000000000019,"49","249","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,24,0.987365,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,25,0.0269999999999975,"97","457","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,25,0.907353,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,26,0.0380000000000003,"178","863","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,26,1.380646,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,27,0.0459999999999994,"154","747","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,27,1.557369,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,28,0.815000000000001,"3984","22744","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,28,1.743512,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,29,0.0460000000000029,"199","1051","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,29,2.387128,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,30,0.0150000000000006,"6","45","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,30,0.922076,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,31,0.0259999999999998,"113","477","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,31,1.250112,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,32,0.0210000000000008,"34","140","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,32,0.883425,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,33,0.942999999999998,"3871","20794","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,33,1.435441,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,34,0.116,"599","3399","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,34,1.030536,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,35,0.0189999999999984,"69","361","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,35,1.632393,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,36,0.0169999999999995,"11","60","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,36,1.076098,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,37,0.0190000000000019,"6","46","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,37,0.77189,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,38,0.049000000000003,"4","46","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,38,0.835723,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,39,0.022000000000002,"75","345","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,39,0.672268,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,40,0.0790000000000006,"341","1725","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,40,1.210303,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,41,0.0239999999999974,"90","395","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,41,1.288139,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,42,0.0289999999999999,"94","402","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,42,0.857367,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,43,0.266999999999999,"1067","6909","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,43,1.307596,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,44,0.0180000000000007,"10","61","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,44,1.328618,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,45,0.0150000000000006,"12","66","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,45,1.241297,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,46,0.0400000000000027,"186","1028","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,46,1.308892,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,47,0.0589999999999975,"217","1025","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,47,1.043051,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,48,0.0139999999999993,"6","52","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,48,1.579014,"NULL","NULL","bge",0.1,"NULL",0.5,2
