"alg","N","ub","lb","n","d","seed","totaltime","max_particles","tot_particles","scoretype","am","aw","chi","edgepf"
"dnc",300,1,0.25,30,1,49,0.0470000000000006,"183","885","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,49,0.994512,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,50,0.0169999999999995,"18","149","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,50,1.04317,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,51,0.0240000000000009,"6","60","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,51,1.000206,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,52,0.0199999999999996,"11","75","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,52,1.635378,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,53,0.0549999999999997,"232","1044","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,53,0.804226,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,54,0.022000000000002,"70","333","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,54,1.068596,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,55,0.0180000000000007,"14","98","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,55,1.670706,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,56,0.022000000000002,"3","34","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,56,0.800338,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,57,1.357,"6088","37730","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,57,1.760589,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,58,0.0180000000000007,"3","33","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,58,0.66127,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,59,0.0150000000000006,"6","62","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,59,1.28329,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,60,0.399999999999999,"1673","9648","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,60,1.274145,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,61,0.0190000000000019,"41","217","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,61,1.003159,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,62,0.0130000000000017,"6","46","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,62,0.912467,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,63,0.0330000000000013,"3","44","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,63,1.118617,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,64,0.0219999999999985,"50","299","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,64,1.400999,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,65,0.0169999999999995,"29","223","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,65,1.036363,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,66,0.667999999999999,"2585","15167","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,66,1.32429,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,67,0.0189999999999984,"3","38","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,67,0.769422,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,68,0.363,"883","7474","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,68,1.590794,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,69,0.0159999999999982,"37","175","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,69,1.931928,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,70,0.0180000000000007,"12","95","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,70,1.37238,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,71,0.279,"1207","6240","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,71,1.915574,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,72,0.513999999999999,"1845","14802","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,72,1.175506,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,73,0.283000000000001,"1095","5997","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,73,1.439665,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,74,0.0209999999999972,"40","212","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,74,0.926372,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,75,0.0139999999999993,"17","104","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,75,1.678131,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,76,0.0240000000000009,"79","362","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,76,1.309489,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,77,0.166,"874","4472","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,77,1.931333,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,78,0.0209999999999972,"61","236","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,78,1.628732,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,79,0.0189999999999984,"54","249","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,79,1.364413,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,80,0.0169999999999995,"4","40","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,80,1.575889,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,81,0.032,"16","90","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,81,1.161179,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,82,0.0130000000000017,"8","56","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,82,1.115488,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,83,0.0160000000000018,"13","85","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,83,0.730136,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,84,0.0209999999999972,"2","31","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,84,0.715796,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,85,0.0180000000000007,"32","254","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,85,1.117227,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,86,0.0279999999999987,"31","187","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,86,0.75085,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,87,0.0189999999999984,"12","62","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,87,1.564361,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,88,0.0249999999999986,"84","353","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,88,1.400329,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,89,0.0160000000000018,"13","82","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,89,1.810982,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,90,0.0269999999999975,"73","345","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,90,1.347883,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,91,1.129,"4152","24562","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,91,1.243382,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,92,0.0430000000000028,"19","106","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,92,1.58975,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,93,0.0190000000000019,"55","320","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,93,1.853101,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,94,0.0229999999999997,"3","32","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,94,0.706198,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,95,0.0249999999999986,"78","326","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,95,0.99009,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,96,0.323,"1605","8677","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,96,1.69259,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,97,0.116,"318","1838","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,97,1.80176,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,98,0.0180000000000007,"5","43","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,98,0.89043,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,99,0.0130000000000017,"12","98","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,99,1.496542,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1,100,0.0159999999999982,"4","43","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1,100,0.744399,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,1,0.0959999999999965,"527","2492","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,1,2.483481,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,2,3.649,"9773","91382","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,2,3.018208,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,3,0.0450000000000017,"196","852","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,3,2.003325,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,4,99.896,"278054","1827013","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,4,2.571943,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,5,0.121000000000002,"616","3086","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,5,3.127394,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,6,0.0400000000000063,"175","991","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,6,2.446372,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,7,0.129000000000001,"586","3289","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,7,0.91449,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,8,1.111,"4389","25522","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,8,1.293446,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,9,0.224,"1021","5555","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,9,1.333462,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,10,0.0240000000000009,"80","459","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,10,1.96051,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,11,0.0329999999999941,"34","211","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,11,1.25187,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,12,0.259,"1185","6089","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,12,1.466081,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,13,17.131,"39544","273990","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,13,1.719734,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,14,0.0279999999999987,"32","153","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,14,2.072622,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,15,4.879,"17746","103465","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,15,2.020477,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,16,0.584000000000003,"2244","13333","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,16,1.702944,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,17,11.938,"39390","241130","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,17,1.629017,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,18,0.119,"531","2680","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,18,2.004048,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,19,0.238,"1077","5370","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,19,1.554206,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,20,2.225,"8367","51234","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,20,1.546383,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,21,0.0459999999999994,"226","1088","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,21,1.670562,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,22,0.109000000000002,"555","2658","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,22,2.16106,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,23,0.0160000000000018,"14","77","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,23,0.866873,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,24,1.787,"7441","42488","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,24,1.899197,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,25,1.531,"5225","40027","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,25,3.09096,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,26,5.154,"22652","132036","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,26,1.335366,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,27,106.094,"268310","1788713","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,27,1.985316,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,28,44.299,"122039","767904","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,28,1.768916,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,29,43.946,"101221","664570","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,29,2.462791,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,30,11.991,"21059","126113","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,30,1.361546,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,31,0.0360000000000014,"141","830","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,31,1.469357,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,32,15.849,"38710","225363","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,32,4.763568,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,33,69.111,"195879","1255766","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,33,1.648076,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,34,12.362,"37360","230056","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,34,1.974578,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,35,16.098,"43769","331252","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,35,2.303282,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,36,0.0169999999999959,"39","269","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,36,2.725382,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,37,0.054000000000002,"121","650","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,37,1.52026,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,38,0.0189999999999984,"21","100","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,38,1.569944,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,39,0.122,"667","3400","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,39,1.479154,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,40,7.192,"25352","153751","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,40,1.405549,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,41,0.957999999999998,"2562","13361","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,41,2.08883,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,42,1.08799999999999,"3817","26884","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,42,3.076342,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,43,0.438000000000002,"2234","12277","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,43,2.482332,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,44,195.47,"501819","3287468","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,44,1.675421,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,45,0.719999999999999,"2575","15197","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,45,1.531278,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,46,16.785,"47874","319503","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,46,2.098477,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,47,0.116999999999997,"591","2940","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,47,1.499283,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,48,0.643999999999998,"2877","15567","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,48,1.916632,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,49,0.017000000000003,"31","143","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,49,0.829648,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,50,1.756,"6380","36399","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,50,1.769827,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,51,0.0229999999999997,"91","449","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,51,1.102637,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,52,1.297,"3139","17791","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,52,2.422995,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,53,1.093,"4699","27497","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,53,1.039439,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,54,0.0579999999999998,"260","1235","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,54,1.590881,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,55,0.0530000000000008,"248","1260","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,55,1.808926,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,56,0.017000000000003,"6","48","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,56,1.499005,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,57,326.535,"858140","5551898","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,57,1.668105,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,58,0.0129999999999768,"10","63","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,58,0.818613,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,59,0.0150000000000006,"15","124","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,59,1.266753,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,60,29.428,"88295","532604","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,60,2.43261,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,61,0.268000000000001,"1676","9459","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,61,1.234109,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,62,0.0410000000000004,"163","810","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,62,0.863182,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,63,0.126999999999999,"866","4010","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,63,1.348539,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,64,2.381,"8643","55137","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,64,2.679455,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,65,0.032,"23","172","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,65,1.14821,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,66,1.038,"4136","21503","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,66,1.779651,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,67,0.0179999999999971,"7","60","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,67,0.932052,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,68,284.398,"655080","4370279","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,68,1.524364,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,69,0.138999999999999,"648","3129","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,69,1.321896,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,70,0.626999999999995,"1884","13624","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,70,1.433705,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,71,4.099,"12960","73233","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,71,3.33964,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,72,18.616,"73694","441968","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,72,2.496515,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,73,0.309000000000001,"1195","5990","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,73,1.70058,"NULL","NULL","bge",0.1,"NULL",0.5,2
